Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
Distributional Reinforcement Learning (Adaptive Computation and Machine Learning)  ,['Marc G. Bellemare'],63.(Pounds),4.6 out of 5 stars,3,30 May 2023,Germany
AI and Machine Learning for On-Device Development: A Programmer's Guide  ,"['Laurence Moroney', 'Audio CD']",59.(Pounds),4.6 out of 5 stars,13,7 Sept 2021,Germany
Building Machine Learning Powered Applications: Going from Idea to Product  ,['Emmanuel Ameisen'],55.(Pounds),4.4 out of 5 stars,130,4 Feb 2020,Germany
"Machine Learning: The Basics (Machine Learning: Foundations, Methodologies, and Applications)  ",['Alexander Jung'],59.(Pounds),5.0 out of 5 stars,1,22 Jan 2022,Germany
Mathematical Analysis of Machine Learning Algorithms  ,[],44.(Pounds),4.0 out of 5 stars,1,10 Aug 2023,Germany
Einführung in Machine Learning mit Python: Praxiswissen Data Science  ,['Andreas C. Müller'],39.(Pounds),4.5 out of 5 stars,38,26 Jun 2017,Germany
Machine Learning System Design Interview  ,"['Ali Aminian', 'Alex Xu']",39.(Pounds),4.2 out of 5 stars,85,28 Jan 2023,Germany
Machine Learning for Cybersecurity Cookbook: Over 80 recipes on how to implement machine learning algorithms for building security systems using Python  ,[],37.(Pounds),4.3 out of 5 stars,18,25 Nov 2019,Germany
Machine Learning for Engineers  ,[],54.(Pounds),,,30 Sept 2022,Germany
"Machine Learning with BigQuery ML: Create, execute, and improve machine learning models in BigQuery using standard SQL queries  ",['Alessandro Marrandino'],37.(Pounds),4.5 out of 5 stars,2,11 Jun 2021,Germany
Machine Learning and AI in Finance  ,[],50.(Pounds),,,25 Sept 2023,Germany
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ",['Thushan Ganegedara'],30.(Pounds),4.3 out of 5 stars,9,29 Jul 2022,Germany
"Machine Learning for Business Analytics: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],130.(Pounds),5.0 out of 5 stars,1,8 Feb 2023,Germany
MOXIC Soft Geometric Living Room Rug Rectangle Kids Crawling Bedroom Fleece Non Slip Morocco Modern Home Decor Mats Indoor Outdoor Runner Kids Room 18x22cm  ,[],106.(Pounds),,,26 Jul 2022,Germany
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ","['Reid Blackman', 'Audio CD']",22.(Pounds),4.3 out of 5 stars,50,12 Jul 2022,Germany
Mastering AI Programming: From Basics to Beyond #1: Building Intelligent Systems from Scratch: A Comprehensive Guide to AI Development (English Edition)  ,[],0.(Pounds),,,18 Oct 2023,Germany
Deep Learning (The MIT Press Essential Knowledge series)  ,"['John D. Kelleher', 'Audio CD']",14.(Pounds),4.5 out of 5 stars,351,16 Aug 2019,Germany
"HBR's 10 Must Reads on AI (with bonus article ""How to Win with Machine Learning"" by Ajay Agrawal, Joshua Gans, and Avi Goldfarb)  ",['Hardcover'],18.(Pounds),2.0 out of 5 stars,1,5 Sept 2023,Germany
MACHINE LEARNING WITH PYTHON: A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,['Alexander Cane'],20.(Pounds),3.7 out of 5 stars,22,26 Jul 2019,Germany
Big Data and Machine Learning in Quantitative Investment (Wiley Finance Editions)  ,['Tony Guida'],44.(Pounds),4.3 out of 5 stars,35,15 Feb 2019,Germany
"Practical Mathematics for AI and Deep Learning: A Concise yet In-Depth Guide on Fundamentals of Computer Vision, NLP, Complex Deep Neural Networks and Machine Learning (English Edition)  ",['Tamoghna Ghosh'],31.(Pounds),3.6 out of 5 stars,5,30 Dec 2022,Germany
Mastering Classification Algorithms for Machine Learning: Learn how to apply Classification algorithms for effective Machine Learning solutions (English Edition)  ,['Partha Majumdar'],35.(Pounds),5.0 out of 5 stars,1,23 May 2023,Germany
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition  ",['Denis Rothman'],32.(Pounds),4.2 out of 5 stars,17,28 Feb 2020,Germany
Advancements in Reinforcement Learning: Unlocking the Future of AI (Series of Layman pocket learning for knowledge seekers) (English Edition)  ,['RUTURAJ R. RAVAL'],1.(Pounds),,,18 Oct 2023,Germany
Machine Learning for Cybersecurity Cookbook: Over 80 recipes on how to implement machine learning algorithms for building security systems using Python  ,[],37.99(Pounds),4.3 out of 5 stars,18,25 Nov 2019,Germany
Machine Learning with Python: A Practical Beginners’ Guide (Machine Learning with Python for Beginners Book Series 2) (English Edition)  ,['Oliver Theobald'],3.90(Pounds),4.5 out of 5 stars,182,15 Aug 2019,Germany
Pattern Recognition and Machine Learning (Information Science and Statistics)  ,['Christopher M. Bishop'],79.99(Pounds),4.6 out of 5 stars,674,17 Aug 2006,Germany
"Introduction to Machine Learning, fourth edition (Adaptive Computation and Machine Learning series)  ",['Ethem Alpaydin'],84.89(Pounds),4.7 out of 5 stars,69,24 Mar 2020,Germany
Machine Learning: New and Collected Stories (English Edition)  ,"['Hugh Howey', 'Paperback', 'MP3 CD']",9.99(Pounds),4.3 out of 5 stars,848,3 Oct 2017,Germany
Programming Machine Learning: From Zero to Deep Learning  ,['Paolo Perrotta'],39.99(Pounds),4.8 out of 5 stars,47,14 Apr 2020,Germany
DEEP LEARNING WITH KERAS AND MACHINE LEARNING MADE SIMPLE - 2 BOOKS IN 1: A BEGINNER’S GUIDE TO PROGRAMMING (English Edition)  ,[],0.00(Pounds),,,18 Sept 2023,Germany
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R  ,['Yoon Hyup Hwang'],37.99(Pounds),4.2 out of 5 stars,72,29 Mar 2019,Germany
"Hands-On Machine Learning with C++: Build, train, and deploy end-to-end machine learning and deep learning pipelines  ",['Kirill Kolodiazhnyi'],41.99(Pounds),4.4 out of 5 stars,41,15 May 2020,Germany
"Machine Learning with R: Learn techniques for building and improving machine learning models, from data preparation to model tuning, evaluation, and working with big data, 4th Edition  ",['Brett Lantz'],37.99(Pounds),4.5 out of 5 stars,14,29 May 2023,Germany
"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play  ",['David Foster'],64.42(Pounds),4.6 out of 5 stars,46,6 Jun 2023,Germany
Optimization for Machine Learning (Neural Information Processing series)  ,['Suvrit Sra'],50.17(Pounds),4.3 out of 5 stars,5,30 Sept 2011,Germany
"Machine Learning, revised and updated edition (The MIT Press Essential Knowledge series)  ",['Ethem Alpaydin'],12.99(Pounds),4.4 out of 5 stars,31,17 Aug 2021,Germany
Python for Machine Learning: A Practical Guide (English Edition)  ,[],0.00(Pounds),,,15 Sept 2023,Germany
Understanding Machine Learning: From Theory to Algorithms  ,[],44.58(Pounds),4.4 out of 5 stars,241,17 Jul 2014,Germany
Interpretable Machine Learning: A Guide For Making Black Box Models Explainable  ,['Christoph Molnar'],50.00(Pounds),4.2 out of 5 stars,40,28 Feb 2022,Germany
CBA - Isolation and Control of Hazardous Energy – Design & Construct (English Edition)  ,[],9.(Pounds),,,19 Oct 2023,Germany
Red Planet's Mystique Unraveling Mars' Enigma (English Edition)  ,[],0.(Pounds),,,20 Oct 2023,Germany
Renewed Solar Glow Radiance Rekindled (English Edition)  ,[],0.(Pounds),,,20 Oct 2023,Germany
A First Course in Machine Learning (Machine Learning & Pattern Recognition) (English Edition)  ,['Simon Rogers'],28.(Pounds),4.3 out of 5 stars,38,14 Oct 2016,Germany
Statistical Inference and Machine Learning for Big Data (Springer Series in the Data Sciences)  ,[],121.(Pounds),,,1 Dec 2022,Germany
"Deploy Machine Learning Models to Production: With Flask, Streamlit, Docker, and Kubernetes on Google Cloud Platform  ",['Pramod Singh'],23.(Pounds),3.6 out of 5 stars,7,15 Dec 2020,Germany
The A.I. Roadmap: Human Learning in the Age of Smart Machines  ,[],29.(Pounds),,,28 Aug 2023,Germany
Python for Machine Learning: A Practical Guide (English Edition)  ,[],0.(Pounds),,,15 Sept 2023,Germany
From Deep Learning to Rational Machines: What the History of Philosophy Can Teach Us About the Future of Artificial Intelligence  ,[],31.(Pounds),,,24 Nov 2023,Germany
"Introduction to Online Convex Optimization, second edition (Adaptive Computation and Machine Learning series)  ",['Elad Hazan'],59.(Pounds),3.5 out of 5 stars,4,6 Sept 2022,Germany
Machine Learning for Experiments in the Social Sciences (Elements in Experimental Political Science)  ,[],10.(Pounds),5.0 out of 5 stars,3,13 Apr 2023,Germany
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,['Steven Finlay'],19.(Pounds),4.5 out of 5 stars,20,27 May 2021,Germany
"Machine Learning: Compact (Grundlagen der Informatik in Ausbildung, Studium und Beruf)  ",['Peter Wolfinger'],8.(Pounds),,,14 Nov 2020,Germany
Alphabet Adventures with Machine Learning!  ,[],,,,,Germany
Math for Deep Learning: What You Need to Know to Understand Neural Networks  ,['Ronald T. Kneusel'],38.(Pounds),4.6 out of 5 stars,43,7 Dec 2021,Germany
Powering the Digital Economy: Opportunities and Risks of Artificial Intelligence in Finance (Departmental Papers) (English Edition)  ,[],0.(Pounds),5.0 out of 5 stars,1,22 Oct 2021,Germany
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications  ,['Chip Huyen'],44.(Pounds),4.7 out of 5 stars,362,28 Jun 2022,Germany
The Hundred-Page Machine Learning Book  ,['Andriy Burkov'],37.(Pounds),4.6 out of 5 stars,"1,098",13 Jan 2019,Germany
Probabilistic Machine Learning: An Introduction (Adaptive Computation and Machine Learning series)  ,['Kevin P. Murphy'],123.(Pounds),4.4 out of 5 stars,146,1 Mar 2022,Germany
"Machine Learning kompakt: Alles, was Sie wissen müssen (mitp Professional)  ",['Andriy Burkov'],8.(Pounds),4.1 out of 5 stars,23,15 Oct 2019,Germany
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps  ",['Valliappa Lakshmanan'],45.(Pounds),4.6 out of 5 stars,298,3 Nov 2020,Germany
"Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python, 2nd Edition  ",['Stefan Jansen'],47.(Pounds),4.4 out of 5 stars,281,31 Jul 2020,Germany
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"['Konrad Banachewicz', 'Luca Massaron']",44.(Pounds),4.4 out of 5 stars,117,22 Apr 2022,Germany
Mathematics for Machine Learning  ,['Marc Peter Deisenroth'],88.(Pounds),4.6 out of 5 stars,699,23 Apr 2020,Germany
Machine Learning: A Probabilistic Perspective (Adaptive computation and machine learning.)  ,['Kevin P. Murphy'],70.(Pounds),4.5 out of 5 stars,312,24 Aug 2012,Germany
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ",['Thomas Nield'],51.(Pounds),4.5 out of 5 stars,197,28 Jun 2022,Germany
"Reinforcement Learning, second edition: An Introduction (Adaptive Computation and Machine Learning series)  ",['Richard S. Sutton'],98.(Pounds),4.6 out of 5 stars,516,13 Nov 2018,Germany
Probabilistic Machine Learning: Advanced Topics (Adaptive Computation and Machine Learning series)  ,['Kevin P. Murphy'],149.(Pounds),4.8 out of 5 stars,12,15 Aug 2023,Germany
"Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book Series, Band 1)  ","['Oliver Theobald', 'Hardcover']",15.(Pounds),4.4 out of 5 stars,273,1 Jan 2021,Germany
Machine Learning For Dummies  ,"['John Paul Mueller', 'Luca Massaron']",27.(Pounds),4.3 out of 5 stars,75,8 Apr 2021,Germany
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"['Sebastian Raschka', 'Yuxi (Hayden) Liu']",38.(Pounds),4.5 out of 5 stars,217,25 Feb 2022,Germany
Machine Learning Engineering  ,['Andriy Burkov'],35.(Pounds),4.7 out of 5 stars,249,5 Sept 2020,Germany
Machine Learning for Predictive Maintenance: AI in Industrial Operations  ,[],16.(Pounds),,,7 Aug 2023,Germany
"PyTorch für Deep Learning: Anwendungen für Bild-, Ton- und Textdaten entwickeln und deployen (Animals)  ",['Ian Pointer'],34.(Pounds),4.3 out of 5 stars,7,1 Oct 2020,Germany
Sports Analytics in Practice with R  ,['Ted Kwartler'],102.(Pounds),,,7 Apr 2022,Germany
"Automated Machine Learning: Methods, Systems, Challenges (The Springer Series on Challenges in Machine Learning) (English Edition)  ",['Frank Hutter'],0.(Pounds),4.3 out of 5 stars,558,17 May 2019,Germany
Statistics for Machine Learning: Implement Statistical methods used in Machine Learning using Python (English Edition)  ,[],24.(Pounds),4.0 out of 5 stars,22,15 Jan 2021,Germany
Deep Learning: A Visual Approach  ,[],75.(Pounds),4.7 out of 5 stars,110,29 Jun 2021,Germany
Statistical Machine Learning: A Unified Framework (Chapman & Hall/CRC Texts in Statistical Science) (English Edition)  ,[],71.(Pounds),5.0 out of 5 stars,5,24 Jun 2020,Germany
"AI-POWERED PRODUCTIVITY: Machine Learning Magic!: How To Train ChatGPT-4 To Be The Best Employee You've Never Paid For (LLM Books AI, Band 2)  ",['Ernesto Verdugo'],14.(Pounds),4.3 out of 5 stars,8,24 May 2023,Germany
MASTERING BOOTSTRAPPED METALEARNING : A COMPREHENSIVE GUIDE (English Edition)  ,['GAGAN DEEP AHUJA'],20.(Pounds),,,19 Oct 2023,Germany
Quantitative Asset Management: Factor Investing and Machine Learning for Institutional Investing  ,['Michael Robbins'],65.(Pounds),4.0 out of 5 stars,3,16 Jun 2023,Germany
Machine Learning in R for Everyone  ,['Jonathan Wayne Korn PhD'],50.(Pounds),,,9 Sept 2023,Germany
"Advanced Deep Learning with TensorFlow 2 and Keras: Apply DL, GANs, VAEs, deep RL, unsupervised learning, object detection and segmentation, and more, 2nd Edition  ",['Rowel Atienza'],32.(Pounds),4.5 out of 5 stars,63,28 Feb 2020,Germany
Machine Learning for Text  ,['Charu C. Aggarwal'],72.(Pounds),4.6 out of 5 stars,24,3 Apr 2018,Germany
Mathematics and Programming for Machine Learning with R: From the Ground Up  ,[],39.(Pounds),5.0 out of 5 stars,5,27 Oct 2020,Germany
Deep Learning for Physical Scientists: Accelerating Research with Machine Learning  ,['Matthew Benatan'],73.(Pounds),4.7 out of 5 stars,4,21 Oct 2021,Germany
TinyML: Machine Learning with TensorFlow Lite on Arduino and Ultra-Low-Power Microcontrollers (English Edition)  ,"['Pete Warden', 'Daniel Situnayake']",23.(Pounds),4.5 out of 5 stars,216,17 Dec 2019,Germany
Machine Learning – Die Referenz: Mit strukturierten Daten in Python arbeiten (Animals)  ,['Matt Harrison'],14.90(Pounds),5.0 out of 5 stars,3,29 Oct 2020,Germany
Hands-On Quantum Machine Learning With Python: Volume 2: Combinatorial Optimization  ,[],77.91(Pounds),5.0 out of 5 stars,1,31 Jan 2023,Germany
Architecting Data and Machine Learning Platforms: Enable Analytics and AI-Driven Innovation in the Cloud  ,['Marco Tranquillin'],56.(Pounds),,,30 Jan 2024,Germany
Deep Learning with PyTorch Step-by-Step: A Beginner's Guide: Volume I: Fundamentals (English Edition)  ,['Daniel Voigt Godoy'],3.(Pounds),4.6 out of 5 stars,37,22 Jan 2022,Germany
Tensorflow 2 Pocket Reference: Building and Deploying Machine Learning Models  ,['K. C. Tung'],25.(Pounds),4.4 out of 5 stars,17,16 Nov 2021,Germany
Implementing Machine Learning for Finance: A Systematic Approach to Predictive Risk and Performance Analysis for Investment Portfolios  ,['Tshepo Chris Nokeri'],24.(Pounds),3.0 out of 5 stars,1,27 May 2021,Germany
Google Cloud Certified Professional Machine Learning Engineer Study Guide  ,[],53.(Pounds),,,29 Jan 2024,Germany
"Generative Deep Learning: Teaching Machines to Paint, Write, Compose, and Play  ",['David Foster'],58.(Pounds),4.5 out of 5 stars,206,8 Jul 2019,Germany
"Die Zeitmaschine / The Time Machine: Deutsch Englisch Zweisprachige Lektüre / Parallel gesetzter Text / Klassiker im Original lesen (Anacondas zweisprachige Bücher, Band 10)  ","['Audible Audiobooks', 'Hardcover', 'Audio CD', 'Pocket Book']",4.(Pounds),4.5 out of 5 stars,"1,467",7 Feb 2017,Germany
Foundations of Computer Vision (Adaptive Computation and Machine Learning series)  ,[],91.(Pounds),,,20 Feb 2024,Germany
"Machine Learning for Civil and Environmental Engineers: A Practical Approach to Data-Driven Analysis, Explainability, and Causality  ",['M. Z. Naser'],73.(Pounds),,,26 Oct 2023,Germany
Machine Learning with Neural Networks: An Introduction for Scientists and Engineers  ,['Bernhard Mehlig'],49.(Pounds),4.0 out of 5 stars,2,30 Nov 2021,Germany
"Machine Learning Security Principles: Keep data, networks, users, and applications safe from prying eyes  ",['John Paul Mueller'],35.(Pounds),4.0 out of 5 stars,1,30 Dec 2022,Germany
